+1.582553E+2, -7.400000E+1
+1.593915E+2, -7.400000E+1
+1.609374E+2, -7.400000E+1
+1.609374E+2, -7.400000E+1
+1.615387E+2, -7.400000E+1
+1.621351E+2, -7.400000E+1
+1.627646E+2, -7.400000E+1
+1.633244E+2, -7.400000E+1
+1.633244E+2, -7.400000E+1
+1.647973E+2, -7.400000E+1
+1.653895E+2, -7.400000E+1
+1.659848E+2, -7.400000E+1
+1.665777E+2, -7.400000E+1
+1.671671E+2, -7.400000E+1
+1.677551E+2, -7.400000E+1
+1.683489E+2, -7.400000E+1
+1.690319E+2, -7.400000E+1
+1.695396E+2, -7.400000E+1
+1.701304E+2, -7.400000E+1
+1.707249E+2, -7.400000E+1
+1.713043E+2, -7.400000E+1
+1.718956E+2, -7.400000E+1
+1.724820E+2, -7.400000E+1
+1.730765E+2, -7.400000E+1
+1.730765E+2, -7.400000E+1
+1.740361E+2, -7.400000E+1
+1.745595E+2, -7.400000E+1
+1.751359E+2, -7.400000E+1
+1.757361E+2, -7.400000E+1
+1.763817E+2, -7.400000E+1
+1.769043E+2, -7.400000E+1
+1.774947E+2, -7.400000E+1
+1.779370E+2, -7.400000E+1
+1.783744E+2, -7.400000E+1
+1.788947E+2, -7.400000E+1
+1.796960E+2, -7.400000E+1
+1.802648E+2, -7.400000E+1
+1.805852E+2, -7.400000E+1
+1.814509E+2, -7.400000E+1
+1.818917E+2, -7.400000E+1
+1.824757E+2, -7.400000E+1
+1.830630E+2, -7.400000E+1
+1.837818E+2, -7.400000E+1
+1.842338E+2, -7.400000E+1
+1.848155E+2, -7.400000E+1
+1.854270E+2, -7.400000E+1
+1.859880E+2, -7.400000E+1
+1.865658E+2, -7.400000E+1
+1.871472E+2, -7.400000E+1
+1.877378E+2, -7.400000E+1
+1.877378E+2, -7.400000E+1
+1.894844E+2, -7.400000E+1
+1.900567E+2, -7.400000E+1
+1.906396E+2, -7.400000E+1
+1.912153E+2, -7.400000E+1
+1.917973E+2, -7.400000E+1
+1.923756E+2, -7.400000E+1
+1.929563E+2, -7.400000E+1
+1.929563E+2, -7.400000E+1
+1.942296E+2, -7.400000E+1
+1.947009E+2, -7.400000E+1
+1.952737E+2, -7.400000E+1
+1.958601E+2, -7.400000E+1
+1.964284E+2, -7.400000E+1
+1.970085E+2, -7.400000E+1
+1.975857E+2, -7.400000E+1
+1.975857E+2, -7.400000E+1
+1.984013E+2, -7.400000E+1
+1.989703E+2, -7.400000E+1
+1.998967E+2, -7.400000E+1
+1.998967E+2, -7.400000E+1
+2.004691E+2, -7.400000E+1
+2.010463E+2, -7.400000E+1
+2.016165E+2, -7.400000E+1
+2.021949E+2, -7.400000E+1
+2.027748E+2, -7.400000E+1
+2.033447E+2, -7.400000E+1
+2.039187E+2, -7.400000E+1
+2.044968E+2, -7.400000E+1
+2.050640E+2, -7.400000E+1
+2.056368E+2, -7.400000E+1
+2.062088E+2, -7.400000E+1
+2.066416E+2, -7.400000E+1
+2.066416E+2, -7.400000E+1
+2.079100E+2, -7.400000E+1
+2.087090E+2, -7.400000E+1
+2.090702E+2, -7.400000E+1
+2.094987E+2, -7.400000E+1
+2.103542E+2, -7.400000E+1
+2.107854E+2, -7.400000E+1
+2.113513E+2, -7.400000E+1
+2.113513E+2, -7.400000E+1
+2.113513E+2, -7.400000E+1
+2.131248E+2, -7.400000E+1
+2.136327E+2, -7.400000E+1
+2.141929E+2, -7.400000E+1
+2.147646E+2, -7.400000E+1
+2.153261E+2, -7.400000E+1
+2.164637E+2, -7.400000E+1
+2.164637E+2, -7.400000E+1
+2.170330E+2, -7.400000E+1
+2.175957E+2, -7.400000E+1
+2.181640E+2, -7.400000E+1
+2.187270E+2, -7.400000E+1
+2.192905E+2, -7.400000E+1
+2.198543E+2, -7.400000E+1
+2.204839E+2, -7.400000E+1
